Exporter,Importer,Resource,Value (1000USD),Weight (1000kg)
Colombia,Nigeria,Fossil fuels,0.588,0.08
Colombia,Nigeria,Metals and minerals,1.053,0.032
Colombia,Norway,Agricultural products,45988.3152693,24395.92002864
Colombia,Norway,Fossil fuels,54523.5658,238727.6241
Colombia,Norway,Metals and minerals,143.042,3.916
Colombia,Pakistan,Agricultural products,77.137,21.921
Colombia,Pakistan,Fossil fuels,9274.16,100000.0
Colombia,Pakistan,Metals and minerals,1819.2402085,5183.4508383
Colombia,Panama,Agricultural products,27951.578,20024.321
Colombia,Panama,Fertilizers,2898.999,7986.494
Colombia,Panama,Forestry products,895.298,1326.298
Colombia,Panama,Fossil fuels,2755715.821,6636531.801
Colombia,Panama,Metals and minerals,4595.948,7555.723
Colombia,Paraguay,Agricultural products,691.70858715,443.86648776
Colombia,Paraguay,Fertilizers,3.531,0.469
Colombia,Paraguay,Fossil fuels,2349.393,3326.215
Colombia,Paraguay,Metals and minerals,80.38256588,53.382
Colombia,Peru,Agricultural products,110783.28090519,253276.68357495
Colombia,Peru,Fertilizers,6421.124055,20275.599778
Colombia,Peru,Forestry products,183.64323958,226.49703908
Colombia,Peru,Fossil fuels,466296.58464228,1163888.51391248
Colombia,Peru,Metals and minerals,9203.67193712,24856.03414263
Colombia,Peru,Pearls and gemstones,7.165,0.022
Colombia,Philippines,Agricultural products,292.7306464,218.2471708
Colombia,Poland,Agricultural products,91228.81427814,124639.39924608
Colombia,Poland,Fossil fuels,159710.58671,1529960.1369
Colombia,Poland,Metals and minerals,273.179733,51.2963106
Colombia,Portugal,Agricultural products,26041.36568153,22335.21562825
Colombia,Portugal,Fossil fuels,326113.7474436,3695426.5905782
Colombia,Portugal,Metals and minerals,1.24917693,0.05
Colombia,Portugal,Pearls and gemstones,0.037,0.001
Colombia,Guinea-Bissau,Agricultural products,29.653,25.225
Colombia,Qatar,Agricultural products,941.524551,125.450535
Colombia,Romania,Agricultural products,8700.23533098,4034.74921321
Colombia,Romania,Fossil fuels,1.529,0.586
Colombia,Russian Federation,Agricultural products,103270.8855954,38276.98977199
Colombia,Russian Federation,Fossil fuels,10247.559,55732.825
Colombia,Russian Federation,Metals and minerals,1390.7548279,0.0464996
Colombia,Saint Kitts and Nevis,Agricultural products,10.148,26.5
Colombia,Saint Lucia,Agricultural products,257.143,715.5
Colombia,Saint Lucia,Fossil fuels,797966.169,1904171.3
Colombia,Saint Lucia,Metals and minerals,3.177,3.393
Colombia,Saint Vincent and the Grenadines,Agricultural products,397.499769,837.36541
Colombia,Saint Vincent and the Grenadines,Metals and minerals,1803.797,18070.1
Colombia,Saudi Arabia,Agricultural products,7026.60023454,5425.89643859
Colombia,Saudi Arabia,Forestry products,185.455575,354.059182
Colombia,Saudi Arabia,Fossil fuels,9207.127,50010.1
Colombia,Saudi Arabia,Metals and minerals,197.73165,115.363301
Colombia,Saudi Arabia,Pearls and gemstones,5.095,0.019
Colombia,Senegal,Forestry products,4.855,13.629
Colombia,Serbia,Agricultural products,13991.21266467,19583.43454108
Colombia,Serbia,Metals and minerals,0.132,0.025
Colombia,Seychelles,Agricultural products,10.953,1.262
Colombia,Sierra Leone,Metals and minerals,12.677,36.325
Colombia,India,Agricultural products,788.6483623,489.50001873
Colombia,India,Fertilizers,17.137,2.0
Colombia,India,Forestry products,13798.6785,19264.286
Colombia,India,Fossil fuels,539452.5979221,1882037.5824092
Colombia,India,Metals and minerals,226905.929885,8926.23452615
Colombia,India,Pearls and gemstones,141.3111553,0.07942132
Colombia,Singapore,Agricultural products,2841.83081642,604.26392464
Colombia,Singapore,Forestry products,68.508,355.921
Colombia,Singapore,Fossil fuels,469169.981,1159327.941
Colombia,Singapore,Metals and minerals,32885.494,8618.859
Colombia,Slovakia,Agricultural products,13731.10340865,15089.60360246
Colombia,Slovakia,Fossil fuels,8989.63762,51637.3592
Colombia,Slovakia,Pearls and gemstones,3.256,0.001
Colombia,Vietnam,Agricultural products,20037.073,6001.179
Colombia,Vietnam,Forestry products,17708.776,45315.569
Colombia,Vietnam,Metals and minerals,193.947,636.97
Colombia,Slovenia,Agricultural products,28204.94103219,49709.64421318
Colombia,Slovenia,Fossil fuels,39758.395,492369.0
Colombia,Slovenia,Metals and minerals,629.814446,152.062
Colombia,South Africa,Agricultural products,3689.04091315,1135.86179641
Colombia,South Africa,Forestry products,0.3281798,1.49987761
Colombia,South Africa,Fossil fuels,18444.632,61388.2937
Colombia,South Africa,Metals and minerals,113.7059225,247.9060984
Colombia,Zimbabwe,Metals and minerals,0.011,0.042
Colombia,Spain,Agricultural products,249125.44150884,222362.58730285
Colombia,Spain,Fertilizers,67.06,120.121
Colombia,Spain,Forestry products,243.73833979,317.9681802
Colombia,Spain,Fossil fuels,840320.104,5198380.3261
Colombia,Spain,Metals and minerals,57907.2342631,35073.10364446
Colombia,Spain,Pearls and gemstones,44.278,0.00575
Colombia,Sudan,Agricultural products,10.172,0.085
Colombia,Sudan,Forestry products,9.756,22.624
Colombia,Suriname,Agricultural products,1212.38961614,2273.60367417
Colombia,Suriname,Forestry products,104.774,140.669
Colombia,Suriname,Fossil fuels,5.662,6.69
Colombia,Suriname,Metals and minerals,2.915,6.3
Colombia,Sweden,Agricultural products,20589.13328483,11032.85673457
Colombia,Sweden,Forestry products,0.115,0.059
Colombia,Sweden,Fossil fuels,13211.6794,49115.8653
Colombia,Sweden,Metals and minerals,584.295775,89.4798624
Colombia,Switzerland,Agricultural products,115696.69948276,55661.24067132
Colombia,Switzerland,Forestry products,210.316725,8.96378198
Colombia,Switzerland,Fossil fuels,13.917,32.45
Colombia,Switzerland,Metals and minerals,246343.323201,944.57854569
Colombia,Switzerland,Pearls and gemstones,36948.55,0.001
Colombia,Syria,Agricultural products,770.658,233.431
Colombia,Syria,Forestry products,95.612,195.056
Colombia,Tajikistan,Agricultural products,36.605,4.4
Colombia,Thailand,Agricultural products,4514.16715915,1491.1592313
Colombia,Thailand,Forestry products,1.439,8.709
Colombia,Thailand,Fossil fuels,1138.715,4619.747
Colombia,Thailand,Metals and minerals,4777.185548,8465.488484
Colombia,Thailand,Pearls and gemstones,9928.3251259,0.0975524
Colombia,Trinidad and Tobago,Agricultural products,9510.2,18523.085
Colombia,Trinidad and Tobago,Fertilizers,14.377,47.0
Colombia,Trinidad and Tobago,Forestry products,15.577,22.006
Colombia,Trinidad and Tobago,Fossil fuels,273051.056,658482.801
Colombia,Trinidad and Tobago,Metals and minerals,165.313,25.403
Colombia,United Arab Emirates,Agricultural products,7243.90611449,1502.29436578
Colombia,United Arab Emirates,Forestry products,16.616,26.8
Colombia,United Arab Emirates,Fossil fuels,39833.65723,188169.155
Colombia,United Arab Emirates,Metals and minerals,47938.1338,210.63690585
Colombia,United Arab Emirates,Pearls and gemstones,2318.465,0.007
Colombia,Tunisia,Agricultural products,2310.671,252.929
Colombia,Turkey,Agricultural products,6074.15419705,5794.57271967
Colombia,Turkey,Forestry products,99.69099551,182.0023409
Colombia,Turkey,Fossil fuels,1793695.0359,19517681.442
Colombia,Turkey,Metals and minerals,19397.1416435,72.42684888
Colombia,Turkmenistan,Agricultural products,0.725,0.087
Colombia,Ukraine,Agricultural products,15398.50334145,17300.21178737
Colombia,Ukraine,Fossil fuels,7459.834,52579.226
Colombia,Ukraine,Metals and minerals,7.154,1.584
Colombia,Macedonia,Agricultural products,7390.60088847,11543.39945212
Colombia,Egypt,Agricultural products,8464.591491,2806.0253514
Colombia,Egypt,Forestry products,1.811,13.415
Colombia,Egypt,Fossil fuels,3834.081,10933.166
Colombia,Egypt,Metals and minerals,4.461,0.353
Colombia,United Kingdom,Agricultural products,272937.91905088,351870.20293721
Colombia,United Kingdom,Forestry products,19.1763014,27.1332561
Colombia,United Kingdom,Fossil fuels,151905.0271,866086.19
Colombia,United Kingdom,Metals and minerals,799.7455316,797.919
Colombia,United Kingdom,Pearls and gemstones,1459.265,0.002
Colombia,Free Zones,Agricultural products,3516.086,2546.25
Colombia,Free Zones,Forestry products,0.034,0.003
Colombia,Free Zones,Fossil fuels,0.411,0.268
Colombia,Free Zones,Metals and minerals,194969.912,126120.175
Colombia,United States of America,Agricultural products,2597884.96470556,1011933.06227382
Colombia,United States of America,Fertilizers,7698.6560181,30299.244634
Colombia,United States of America,Forestry products,3008.27218458,3250.46339338
Colombia,United States of America,Fossil fuels,7513760.09999,20662570.30512
Colombia,United States of America,Metals and minerals,471900.75509758,118588.20686079
Colombia,United States of America,Pearls and gemstones,78891.488342,2.55512471
Colombia,Burkina Faso,Agricultural products,12.27,34.618
Colombia,Uruguay,Agricultural products,2519.48684764,1710.20272282
Colombia,Uruguay,Fossil fuels,85950.19216,214908.6775
Colombia,Uruguay,Metals and minerals,207.52796149,39.28562641
Colombia,Uzbekistan,Agricultural products,5.906,1.632
Colombia,Venezuela,Agricultural products,42895.587,44036.179
Colombia,Venezuela,Fertilizers,66738.603,150835.484
Colombia,Venezuela,Forestry products,33.159,70.425
Colombia,Venezuela,Fossil fuels,58425.807,88178.772
Colombia,Venezuela,Metals and minerals,6995.081,15195.403
Colombia,Zambia,Agricultural products,0.335,0.088
Colombia,Zambia,Metals and minerals,0.494,0.081
Comoros,Azerbaijan,Agricultural products,17.168,5.1
Comoros,Argentina,Agricultural products,18.487,0.025
Comoros,Australia,Agricultural products,7.953,0.835
Comoros,Austria,Agricultural products,57.192,6.239
Comoros,Bahrain,Agricultural products,48.264,8.255
Comoros,Armenia,Agricultural products,3.426,1.25
Comoros,Barbados,Agricultural products,5.682,0.524
Comoros,Brazil,Agricultural products,77.849,0.108
Comoros,Belarus,Agricultural products,16.9,1.915
Comoros,Canada,Agricultural products,19.553,1.344
Comoros,Denmark,Agricultural products,54.54,0.106
Comoros,Estonia,Agricultural products,6.177,0.693
Comoros,Finland,Agricultural products,12.008,1.219
Comoros,France,Agricultural products,3308.643,18.512
Comoros,Germany,Agricultural products,4808.81,69.839
Comoros,Greece,Agricultural products,350.146,44.01
Comoros,Indonesia,Agricultural products,3968.801,523.893
Comoros,Italy,Agricultural products,185.485,136.0
Comoros,Japan,Agricultural products,1042.884,1.504
Comoros,Kazakhstan,Agricultural products,5.49,1.977
Comoros,Kenya,Metals and minerals,20.378,410.59
Comoros,Kuwait,Agricultural products,70.93,11.182
Comoros,Lebanon,Agricultural products,0.012,0.002
Comoros,Latvia,Agricultural products,202.251,25.0
Comoros,Madagascar,Fossil fuels,2.65,0.136
Comoros,Madagascar,Metals and minerals,1.952,2.54
Comoros,Malaysia,Agricultural products,82.739,11.0
Comoros,Mauritius,Agricultural products,264.296,0.5
Comoros,Mexico,Agricultural products,101.126,25.0
Comoros,Republic of Moldova,Agricultural products,3.897,0.237
Comoros,Montenegro,Agricultural products,2.319,0.045
Comoros,Morocco,Agricultural products,90.519,10.499
Comoros,Oman,Agricultural products,28.782,5.288
Comoros,Netherlands,Agricultural products,1131.693,146.844
Comoros,Norway,Agricultural products,15.233,0.761
Comoros,Pakistan,Agricultural products,730.842,156.402
Comoros,Peru,Agricultural products,791.703,89.518
Comoros,Poland,Agricultural products,74.395,8.011
Comoros,Russian Federation,Agricultural products,266.22,36.025
Comoros,Saudi Arabia,Agricultural products,1012.489,140.3
Comoros,Serbia,Agricultural products,16.359,2.037
Comoros,India,Agricultural products,40159.042,4087.162
Comoros,India,Metals and minerals,637.511,1671.723
Comoros,Singapore,Agricultural products,895.621,122.0
Comoros,Slovenia,Agricultural products,0.875,0.027
Comoros,South Africa,Agricultural products,273.432,36.85
Comoros,Spain,Agricultural products,201.84,32.062
Comoros,Sweden,Agricultural products,19.449,24.0
Comoros,Switzerland,Agricultural products,57.742,0.048
Comoros,United Arab Emirates,Agricultural products,5562.291,887.63
Comoros,Turkey,Agricultural products,30.32,13.82
Comoros,Ukraine,Agricultural products,219.552,26.489
Comoros,Egypt,Agricultural products,446.6,51.803
Comoros,Tanzania,Metals and minerals,26.283,185.62
Comoros,United States of America,Agricultural products,2491.236,118.184
Comoros,Burkina Faso,Fossil fuels,53.158,75.6
Congo,Angola,Agricultural products,694.986,570.07
Congo,Angola,Metals and minerals,638.091,13942.989
Congo,Argentina,Agricultural products,4.192,0.66
Congo,Argentina,Forestry products,37.735,13.225
Congo,Argentina,Pearls and gemstones,0.939,0.075
Congo,Australia,Agricultural products,199.979,65.388
Congo,Australia,Forestry products,56.968,16.829
Congo,Australia,Fossil fuels,403200.692,765559.653
Congo,Australia,Metals and minerals,40.051,0.001
Congo,Austria,Forestry products,1085.373,589.215
Congo,Belgium,Agricultural products,809.188,277.14
Congo,Belgium,Forestry products,23385.884,29192.049
Congo,Belgium,Fossil fuels,16337.14,38477.092
Congo,Belgium,Metals and minerals,82.403,30.788
Congo,Bulgaria,Metals and minerals,112.223,19.22
Congo,Myanmar,Metals and minerals,1892.225,4199.42
Congo,Belarus,Agricultural products,1.3,0.985
Congo,Belarus,Forestry products,29.1,16.669
Congo,Canada,Agricultural products,4.102,3.827
Congo,Canada,Metals and minerals,2.668,0.875
Congo,China,Agricultural products,483.96,1041.54
Congo,China,Forestry products,215561.801,473914.282
Congo,China,Fossil fuels,6364042.64,12580544.0
Congo,China,Metals and minerals,121687.715,19400.96
Congo,Croatia,Agricultural products,8.559,3.673
Congo,Cyprus,Forestry products,36.277,24.259
Congo,Benin,Agricultural products,227.971,344.146
Congo,Benin,Forestry products,0.156,0.763
Congo,Denmark,Agricultural products,74.585,24.59
Congo,Denmark,Forestry products,3890.843,2949.612
Congo,El Salvador,Agricultural products,0.024,0.136
Congo,Estonia,Agricultural products,8.023,3.698
Congo,Finland,Agricultural products,234.339,76.8
Congo,Finland,Forestry products,315.623,190.27
Congo,France,Agricultural products,2625.05,758.628
Congo,France,Forestry products,14886.21,9233.278
Congo,France,Fossil fuels,5.489,8.213
Congo,France,Metals and minerals,88.374,17.517
Congo,Germany,Agricultural products,2841.28,1169.026
Congo,Germany,Forestry products,9337.329,8322.268
Congo,Germany,Metals and minerals,7221.962,1607.948
Congo,Germany,Pearls and gemstones,76.142,3.455
Congo,Ghana,Agricultural products,28.497,28.687
Congo,Ghana,Forestry products,2.464,26.28
Congo,Ghana,Fossil fuels,0.389,0.103
Congo,Ghana,Metals and minerals,12.624,4.182
Congo,Greece,Forestry products,68.555,33.774
Congo,Greece,Metals and minerals,138463.973,21798.149
Congo,China,Agricultural products,1050.016,10.388
Congo,Hungary,Forestry products,346.831,205.704
Congo,Iceland,Agricultural products,1.214,0.12
Congo,Iceland,Forestry products,12.514,3.71
Congo,Indonesia,Forestry products,2094.258,3100.064
Congo,Indonesia,Metals and minerals,857.675,169.158
Congo,Ireland,Forestry products,207.201,125.614
Congo,Ireland,Metals and minerals,1.744,0.141
Congo,Italy,Agricultural products,8828.414,4192.61
Congo,Italy,Forestry products,4612.41,4841.735
Congo,Italy,Metals and minerals,439977.874,68532.952
Congo,Italy,Pearls and gemstones,193.173,3.447
Congo,Cote d'Ivoire,Agricultural products,88.303,110.0
Congo,Cote d'Ivoire,Forestry products,11.248,14.0
Congo,Cote d'Ivoire,Metals and minerals,183.717,220.242
Congo,Japan,Agricultural products,114.849,4.201
Congo,Japan,Forestry products,108.316,81.971
Congo,Japan,Metals and minerals,651.904,287.369
Congo,Jordan,Agricultural products,88.163,18.0
Congo,Jordan,Forestry products,51.207,41.069
Congo,Republic of Korea,Agricultural products,14.355,3.108
Congo,Republic of Korea,Forestry products,1929.106,2629.704
Congo,Republic of Korea,Fossil fuels,64796.562,122512.035
Congo,Republic of Korea,Metals and minerals,10650.483,5650.31
Congo,Kuwait,Forestry products,81.691,68.196
Congo,Kuwait,Metals and minerals,0.264,0.1
Congo,Kyrgyzstan,Forestry products,31.327,19.419
Congo,Lebanon,Agricultural products,0.37,0.06
Congo,Lebanon,Forestry products,710.001,575.737
Congo,Lebanon,Metals and minerals,146.173,86.603
Congo,Lebanon,Pearls and gemstones,2111.234,0.028
Congo,Luxembourg,Agricultural products,4.006,0.8
Congo,Luxembourg,Forestry products,7.985,1.43
Congo,Madagascar,Agricultural products,0.12,0.013
Congo,Malaysia,Agricultural products,235.243,73.746
Congo,Malaysia,Forestry products,6603.561,4975.533
Congo,Malaysia,Fossil fuels,62901.654,123351.0
Congo,Malaysia,Metals and minerals,53929.645,4374.93
Congo,Malta,Forestry products,16.429,18.803
