node_A,node_B,time_days,city_sex_worker,score,sex_type_A,sex_type_B,sex_type_C
146119,285425,735354,2,1,1,0,1
146277,330650,735354,88,1,1,1,1
144073,328687,735354,88,1,1,-1,1
95671,216265,735354,2,1,1,-1,1
142327,130613,735354,2,1,1,0,1
146281,262703,735354,107,-1,1,-1,-1
146059,164504,735354,2,1,1,1,1
145804,201359,735354,107,1,1,-1,1
143909,330528,735354,94,1,1,-1,1
143325,94050,735354,2,1,1,0,1
142822,61609,735355,180,1,0,0,0
146135,322007,735355,259,1,1,1,1
141340,181825,735355,68,1,0,0,0
146291,329767,735355,253,1,0,0,1
143930,326627,735355,88,1,-1,0,1
143855,295435,735355,2,1,1,0,1
146293,315500,735355,88,1,0,1,1
143230,302557,735355,2,1,1,0,1
137976,325713,735355,2,1,1,1,1
145946,20938,735355,2,1,0,1,1
142539,295435,735355,2,1,1,0,1
144036,24427,735355,2,1,1,1,1
145776,294978,735355,56,1,1,1,1
143727,205181,735355,143,1,1,0,1
143622,327987,735355,2,1,1,-1,1
146288,207324,735355,2,1,1,0,1
141216,325713,735355,2,1,1,1,1
145946,174228,735355,2,1,1,1,1
146304,172228,735356,2,1,1,1,1
135425,301751,735356,143,-1,0,0,0
146307,242318,735356,268,1,0,-1,0
137224,47828,735356,143,1,1,-1,1
142582,272705,735356,2,1,1,1,1
143846,265189,735356,2,1,1,1,1
146308,184748,735356,180,1,0,1,1
144121,329996,735356,259,1,1,1,1
146053,132604,735356,180,1,1,0,1
137944,268300,735356,88,1,1,1,1
146301,330734,735356,134,-1,0,-1,-1
124107,205555,735356,228,0,1,1,1
138650,264200,735356,81,1,1,1,1
135353,204672,735356,2,0,1,1,-1
140486,330726,735356,81,1,0,1,1
146299,322418,735356,68,1,1,1,1
141566,205555,735356,228,1,1,1,1
146316,280495,735357,88,-1,0,-1,-1
141655,244702,735357,2,1,1,0,1
118851,21596,735357,2,-1,0,0,0
143579,221652,735357,2,1,1,1,1
146135,330804,735357,259,1,1,1,1
140941,327350,735357,2,1,1,1,1
146053,313714,735357,180,1,1,0,1
145814,16092,735357,88,1,1,1,1
146323,330187,735357,2,1,0,0,1
143513,134491,735357,2,1,1,-1,1
146317,239133,735357,259,1,1,1,1
143918,96449,735357,2,1,1,1,1
146314,319310,735357,107,1,0,0,1
146313,315177,735357,143,1,1,-1,1
146324,212953,735357,180,1,-1,1,-1
146348,282489,735358,2,0,0,1,1
145802,178870,735358,107,1,1,-1,1
146338,126635,735358,88,-1,0,0,1
136980,146294,735358,2,1,1,1,1
146327,222940,735358,88,-1,0,0,0
121458,60666,735358,143,1,-1,1,1
132137,125473,735358,68,1,1,1,1
146334,329213,735358,2,1,1,0,1
87322,107030,735358,68,1,1,0,1
134915,234905,735358,68,1,1,-1,1
143912,247094,735358,88,1,0,0,1
146090,128396,735358,134,1,0,-1,1
146333,85737,735358,107,1,0,-1,1
141560,294183,735358,2,1,1,1,1
137960,235332,735358,2,1,1,0,1
141333,161703,735358,88,1,1,-1,1
146119,323804,735358,2,1,1,0,1
146350,263998,735358,68,1,0,1,1
146354,318557,735358,270,1,1,0,1
138650,9522,735358,81,1,1,1,1
142313,325961,735358,253,1,-1,0,1
146326,330821,735358,2,1,-1,1,-1
146325,196950,735358,2,1,0,1,1
146107,312426,735358,68,1,1,0,-1
141644,312426,735358,68,-1,0,0,0
141875,290860,735358,2,1,1,-1,1
140514,191297,735358,2,1,1,1,1
141707,325681,735358,68,1,0,-1,1
146307,217462,735358,268,1,1,-1,0
137585,12165,735358,94,-1,-1,1,1
146340,79217,735358,81,0,1,1,1
140733,330842,735358,134,1,0,0,1
146339,279313,735358,68,1,1,1,1
112805,9398,735358,2,1,1,1,1
146316,330937,735359,88,1,1,1,1
132234,142611,735359,180,1,1,1,1
146363,61109,735359,68,-1,1,1,-1
120685,86892,735359,138,1,1,1,1
139530,137976,735359,2,1,0,1,1
146090,260092,735359,134,0,1,0,1
146360,58944,735359,88,1,1,0,1
146372,51644,735359,88,1,1,1,1
146389,178002,735359,2,1,1,1,1
143939,330925,735359,259,-1,0,0,1
146369,330790,735359,2,1,0,1,1
146377,219582,735359,259,1,1,-1,1
146358,144265,735359,180,1,1,-1,1
146370,282115,735359,2,1,1,1,1
139993,327296,735359,2,1,1,1,1
137272,7657,735359,2,-1,1,0,-1
146359,234905,735359,68,1,0,1,1
140941,261696,735359,2,1,1,1,1
146339,265544,735359,68,1,1,1,1
145867,329992,735359,94,1,0,-1,0
144039,330299,735359,134,1,1,1,1
141629,330953,735359,56,-1,1,0,-1
146368,56955,735359,228,1,0,0,1
146376,116209,735359,2,0,-1,-1,-1
146386,330961,735359,259,1,1,0,1
143295,267956,735359,2,1,-1,0,-1
143579,167129,735359,2,1,0,1,1
138926,263998,735359,68,1,1,1,1
143579,325577,735359,2,1,1,1,1
146307,319372,735359,268,1,1,-1,-1
144121,265506,735359,259,1,1,1,0
146388,330967,735359,2,1,-1,1,-1
141104,330953,735359,56,1,1,-1,1
140591,297882,735359,68,1,1,-1,1
141340,171635,735359,68,1,1,1,1
141000,326572,735359,81,1,1,0,0
146378,98778,735359,138,1,0,1,1
146365,225831,735359,2,1,1,1,1
146096,328113,735360,68,1,-1,0,1
146423,210190,735360,2,1,1,0,1
148557,6750,735360,134,0,1,1,-1
146059,164504,735360,2,1,1,1,1
146414,7207,735360,143,-1,1,-1,-1
146401,254869,735360,56,1,0,0,1
146414,306970,735360,143,1,1,-1,1
146399,326895,735360,143,1,1,1,1
146418,7207,735360,143,0,1,-1,-1
132420,53396,735360,2,-1,1,1,1
132234,322378,735360,180,1,1,1,1
144039,327933,735360,134,1,1,1,1
126655,158277,735360,253,1,1,0,0
143855,165762,735360,2,1,1,0,1
146396,317616,735360,68,-1,1,1,0
144137,237269,735360,2,1,1,1,1
143923,295037,735360,107,1,1,0,1
146397,203137,735360,2,1,1,0,1
142743,330033,735360,68,1,1,-1,1
138044,194216,735360,68,-1,1,1,1
144048,329873,735360,2,1,1,-1,1
141629,330953,735360,56,-1,1,-1,-1
146090,24161,735360,134,1,1,-1,1
141919,194216,735360,68,0,-1,0,1
132460,53396,735360,2,1,1,1,1
141121,83331,735360,173,1,1,0,1
143947,227231,735360,2,1,1,1,1
143579,330509,735360,2,1,1,1,1
146259,235082,735360,2,1,1,1,1
136723,330946,735360,143,1,1,0,1
146411,331028,735360,253,1,0,-1,0
140316,194216,735360,68,0,1,1,1
140630,210190,735360,2,1,1,0,1
146422,282130,735360,2,1,1,-1,1
143898,313118,735360,173,1,0,0,0
142743,212425,735360,68,1,1,-1,1
146455,331115,735361,68,1,0,1,1
142582,19065,735361,2,-1,0,0,0
146456,331122,735361,68,-1,0,1,0
140514,328458,735361,2,1,1,1,1
138709,189304,735361,88,1,0,-1,1
146308,331049,735361,180,1,0,0,1
146448,101338,735361,68,1,1,-1,1
142743,49785,735361,68,0,1,-1,1
146436,279313,735361,68,1,-1,0,0
146453,304884,735361,2,1,1,1,1
146107,146666,735361,68,1,1,1,1
146437,193893,735361,88,1,1,0,1
142582,262370,735361,2,1,1,1,1
142529,210190,735361,2,1,1,-1,1
134058,213770,735361,134,-1,0,0,0
141622,158277,735361,253,0,1,0,0
132460,327291,735361,2,1,0,0,1
146184,12165,735361,94,1,1,1,1
103812,59024,735361,56,1,1,0,1
129790,330987,735361,88,1,1,1,1
142535,135811,735361,180,1,1,1,1
143949,268104,735361,2,-1,-1,-1,-1
146119,285425,735361,2,1,1,0,1
139553,323695,735361,2,1,1,1,1
103812,330953,735361,56,0,1,1,1
146431,260092,735361,134,-1,1,0,-1
137944,193893,735361,88,1,1,0,1
137944,331071,735361,88,1,1,1,1
141000,266445,735361,81,1,1,0,1
146288,279305,735361,2,1,1,-1,1
113300,56278,735361,134,1,1,-1,1
143445,127431,735361,2,1,1,0,1
137709,232990,735361,68,1,1,0,1
140941,280629,735361,2,1,1,1,1
146259,8384,735361,2,1,1,1,1
140088,58944,735361,88,1,1,1,1
141644,49785,735361,68,1,1,-1,1
129021,49785,735361,68,0,1,-1,1
145804,18251,735361,107,1,1,0,1
143918,3332,735361,2,1,1,1,1
145804,9423,735361,107,1,1,-1,-1
146360,277174,735361,88,1,1,0,1
142052,193893,735361,88,1,1,0,1
132874,213770,735361,134,1,-1,0,0
146469,222940,735362,88,-1,1,1,1
133392,323103,735362,253,1,1,0,1
141566,66172,735362,228,1,1,1,-1
146084,306970,735362,143,-1,0,0,0
146025,96763,735362,171,1,0,0,1
143918,129269,735362,2,1,1,1,1
146288,315696,735362,2,1,0,0,1
146488,265506,735362,259,1,1,1,0
146465,222940,735362,88,1,1,1,1
146491,313623,735362,56,0,1,-1,1
146453,176466,735362,2,1,-1,1,1
143895,328630,735362,2,1,1,-1,1
146467,222940,735362,88,0,1,1,1
146466,66172,735362,228,-1,0,-1,-1
146468,222940,735362,88,0,1,1,1
146458,295202,735362,171,1,1,0,1
143544,298194,735362,2,1,1,1,1
116107,28266,735362,143,1,1,-1,1
146466,107556,735362,228,-1,0,-1,-1
143513,304884,735362,2,-1,0,0,0
146422,19065,735362,2,1,1,-1,1
146485,326645,735362,253,1,1,1,0
146370,331182,735362,2,1,1,1,1
146478,316602,735362,68,1,-1,0,-1
146463,296030,735362,2,1,1,1,1
146459,301468,735362,180,1,0,-1,0
144039,331130,735362,134,1,0,1,1
146487,126707,735362,2,1,1,1,0
143933,289629,735362,253,1,0,0,0
146471,331143,735362,2,1,1,1,1
146156,261176,735362,259,1,1,1,1
140707,277071,735362,2,1,1,-1,1
117461,227733,735362,88,1,1,1,1
139553,328630,735362,2,1,1,1,1
141655,325028,735362,2,1,1,1,1
146135,59054,735362,259,1,1,1,1
143947,225831,735362,2,1,1,1,1
146477,282697,735362,81,1,1,0,1
146472,297178,735362,68,-1,0,0,-1
143885,331126,735362,88,-1,0,0,0
146130,331115,735362,68,1,1,1,1
105843,291938,735363,88,1,1,0,1
146505,156685,735363,2,1,1,-1,1
146252,142168,735363,88,-1,1,1,1
144039,262703,735363,134,1,1,1,1
137121,81341,735363,2,0,1,1,1
143939,185887,735363,259,-1,-1,0,-1
119700,323483,735363,88,1,1,0,1
146509,283077,735363,259,1,0,1,1
140821,331117,735363,2,1,-1,0,1
146508,283077,735363,259,1,1,0,1
146340,331179,735363,81,1,1,1,1
140483,307385,735363,143,1,1,0,1
146496,287986,735363,180,-1,-1,-1,-1
137335,117820,735363,2,1,1,-1,1
142267,257118,735363,2,1,1,-1,1
144121,283077,735363,259,1,1,1,1
140892,325631,735364,94,-1,-1,-1,-1
146518,124565,735364,68,1,0,0,0
146521,27541,735364,68,-1,-1,-1,-1
145804,25652,735364,107,1,1,0,1
132247,322378,735364,180,1,1,1,1
146522,239661,735364,88,1,0,-1,1
127335,331278,735364,94,1,1,1,1
146090,121536,735364,134,1,1,-1,1
137960,114204,735364,2,1,1,0,1
146117,265973,735364,269,1,1,-1,-1
146070,330804,735364,259,1,1,-1,1
137810,331299,735365,2,1,1,-1,1
140661,308199,735365,171,1,1,0,1
146087,121536,735365,134,1,1,-1,1
146530,108915,735365,2,1,1,1,1
140486,264200,735365,81,1,1,1,1
146540,265506,735365,259,1,1,-1,0
140449,317423,735365,143,-1,1,-1,1
146542,331028,735365,253,1,0,1,0
146155,331311,735365,2,1,1,1,1
146538,275596,735365,253,1,0,0,0
127332,314259,735365,68,1,1,-1,1
146340,264200,735365,81,-1,0,0,0
146546,325961,735365,253,1,-1,0,1
146532,274883,735365,68,1,0,0,1
146540,265506,735365,259,1,1,-1,0
146543,265544,735365,68,1,0,-1,1
105543,330021,735365,259,1,0,0,1
146549,325713,735365,2,1,1,1,1
138623,277071,735365,2,1,1,1,1
129272,92655,735365,2,1,0,1,1
145934,75794,735365,81,1,1,0,1
129989,325168,735365,56,1,1,1,1
141875,46678,735365,2,0,1,-1,1
145867,284848,735365,94,1,-1,0,-1
143923,259179,735365,107,0,1,1,0
140316,308070,735365,68,1,0,1,1
138187,294978,735365,56,-1,0,0,0
137944,181737,735365,88,1,1,0,1
146537,325857,735365,68,1,0,1,1
142507,328383,735365,2,-1,0,0,0
146524,28266,735365,143,-1,1,1,-1
146087,133568,735365,134,-1,0,0,0
146526,282697,735365,81,1,1,-1,1
140514,325028,735365,2,1,1,1,1
146458,325493,735365,171,1,0,0,1
133768,153155,735365,2,1,-1,1,-1
142539,331147,735365,2,1,1,1,1
141340,12614,735365,68,1,1,1,1
142822,297038,735365,180,1,1,1,1
126224,317423,735365,143,0,1,-1,1
139699,27293,735365,134,1,1,-1,1
146057,331327,735365,68,1,1,-1,1
141629,330953,735365,56,-1,0,-1,-1
140372,98417,735365,2,1,1,1,1
141939,330063,735365,81,1,1,1,1
141979,315760,735365,253,1,1,0,0
146453,9139,735365,2,1,0,0,1
146570,304073,735366,2,1,1,1,1
132333,316971,735366,2,1,1,0,-1
140661,308199,735366,171,1,1,0,1
146530,281437,735366,2,1,1,0,1
126763,297178,735366,68,1,1,1,1
146408,289976,735366,2,-1,1,-1,1
146518,330203,735366,68,1,1,0,1
143570,234233,735366,2,1,1,0,1
146577,331423,735366,180,-1,0,-1,-1
141693,25865,735366,2,1,1,1,1
146024,50106,735366,2,1,1,-1,1
138187,59024,735366,56,-1,-1,-1,-1
140372,189294,735366,2,1,1,1,1
143346,130811,735366,56,1,1,-1,1
146560,325664,735366,56,1,1,0,1
142559,147597,735366,81,-1,0,0,0
138187,299384,735366,56,-1,0,0,0
146561,297897,735366,268,1,1,1,1
143680,331398,735366,2,1,1,1,1
141707,331416,735366,68,1,1,0,1
146087,327532,735366,134,1,1,-1,1
142486,273137,735366,180,1,-1,1,1
146291,204000,735366,253,0,1,-1,1
142529,36841,735366,2,1,1,-1,1
146059,164504,735366,2,1,1,1,1
141340,61109,735367,68,1,1,1,1
134669,214204,735367,2,-1,0,-1,-1
146608,331351,735367,68,1,0,1,1
146612,128397,735367,68,-1,1,1,0
146615,128397,735367,68,1,1,1,0
134693,83331,735367,173,1,-1,0,1
146588,331147,735367,2,1,1,-1,1
146570,318969,735367,2,1,1,1,1
146580,243027,735367,2,1,-1,-1,1
141742,137959,735367,259,1,1,-1,1
146570,231533,735367,2,1,1,0,1
136614,281702,735367,68,1,1,0,0
146570,282130,735367,2,1,0,0,0
140575,309247,735367,88,1,1,1,1
146453,133832,735367,2,1,1,1,1
146288,279305,735367,2,1,1,0,1
139553,1905,735367,2,1,1,0,1
146610,134491,735367,2,1,0,-1,1
146602,307607,735367,68,1,-1,0,1
146053,314011,735367,180,1,1,-1,1
138231,95594,735367,2,-1,1,-1,0
146053,325069,735367,180,1,0,-1,1
145799,59149,735367,2,-1,0,0,0
146598,96763,735367,171,1,-1,0,-1
137494,233223,735367,2,1,1,1,1
143513,9470,735367,2,1,1,0,1
146593,315908,735367,171,1,0,-1,-1
146587,21518,735367,134,1,0,0,1
125801,318201,735367,2,1,-1,0,-1
146570,9470,735367,2,0,1,0,1
146604,187611,735367,68,-1,0,-1,1
141566,302308,735367,228,-1,1,-1,0
56986,1905,735367,2,1,1,1,1
142473,1905,735367,2,1,1,0,1
143407,95462,735367,2,1,1,1,1
146215,97934,735367,56,1,1,0,1
146599,233335,735367,2,0,1,-1,1
146223,61109,735367,88,1,1,1,1
146606,18623,735367,2,1,0,1,1
144073,328687,735367,88,1,1,-1,1
146591,265506,735367,259,1,1,1,0
146592,324403,735367,271,1,0,1,1
131970,260614,735367,68,1,1,0,1
146614,275596,735367,253,1,0,0,1
142539,26282,735367,2,1,1,0,1
140441,331517,735368,173,1,1,-1,1
146638,323483,735368,88,1,1,1,1
141327,331549,735368,259,1,1,0,1
143579,269023,735368,2,1,1,1,1
146365,225831,735368,2,1,1,1,1
146570,128181,735368,2,1,1,-1,1
146641,182741,735368,259,1,1,1,1
146570,94193,735368,2,1,0,-1,1
132460,108915,735368,2,1,1,0,1
134283,159249,735368,56,1,1,0,1
146423,210190,735368,2,1,1,1,1
143947,110950,735368,2,1,1,1,1
146570,108915,735368,2,0,1,1,1
142327,16482,735368,2,1,1,1,1
142539,303277,735368,2,1,1,-1,1
129596,128397,735368,68,0,-1,1,-1
146646,95661,735368,134,-1,0,1,0
146059,164504,735368,2,1,1,1,1
146130,274883,735368,68,1,1,0,1
146605,331548,735368,81,1,1,-1,1
146518,295779,735368,68,1,1,0,1
146650,213139,735368,2,1,0,-1,1
146649,60597,735368,2,1,1,1,1
146643,266220,735368,2,1,0,1,1
146618,189436,735368,2,-1,-1,0,-1
140316,331505,735368,68,1,-1,-1,1
144100,331499,735368,143,1,0,0,0
144101,331530,735368,2,1,1,1,1
146288,284100,735368,2,1,1,1,1
143855,203137,735368,2,1,1,-1,1
143407,9072,735368,2,1,0,1,1
136851,94050,735368,2,1,1,0,1
146135,331549,735368,259,1,1,1,1
146096,316110,735368,68,1,1,0,1
146617,212953,735368,180,1,0,0,1
136851,331393,735368,2,1,0,-1,1
146616,265730,735368,88,0,1,-1,1
143544,331531,735368,2,1,1,1,1
140176,331571,735368,134,1,0,0,1
143680,189436,735368,2,1,1,1,1
146625,254189,735368,68,-1,-1,-1,-1
146540,159339,735368,259,-1,1,0,-1
146620,330474,735368,68,1,0,1,1
146389,178002,735368,2,1,1,0,1
137252,165965,735368,2,1,1,0,1
146365,59149,735369,2,1,1,-1,1
146659,327492,735369,56,1,1,-1,1
137789,318871,735369,107,1,1,0,0
138936,320671,735369,81,1,0,0,0
141257,331606,735369,81,1,0,0,1
146658,320558,735369,143,1,1,-1,1
146641,308495,735369,259,1,0,1,1
146288,131677,735369,2,1,1,0,1
137494,303277,735369,2,1,1,1,1
146288,279305,735369,2,1,1,0,1
146659,313623,735369,56,1,0,-1,1
142559,255803,735369,81,1,1,1,1
140630,300617,735369,2,1,1,1,1
122032,316601,735369,81,1,1,-1,-1
146660,316601,735369,81,1,0,1,1
132137,281702,735369,68,1,1,1,1
146508,209315,735369,259,1,0,-1,1
138150,309741,735369,2,1,1,-1,1
146664,331634,735369,180,1,1,-1,1
140707,121580,735369,2,1,0,0,1
146570,171301,735369,2,1,1,1,1
142267,242522,735369,2,1,1,-1,1
146090,6750,735369,134,1,1,0,1
146656,321318,735369,269,1,1,0,1
142822,150747,735369,180,1,1,0,1
146508,330392,735369,259,1,1,-1,1
146640,331531,735369,2,1,1,1,1
146662,331505,735369,68,1,0,0,1
146665,60597,735370,2,1,1,0,1
146666,20823,735370,2,1,1,0,1
132460,331161,735370,2,1,0,0,0
146678,34772,735370,2,1,1,1,1
142267,298748,735370,2,1,1,-1,1
130579,210042,735370,228,1,1,-1,1
143513,134491,735370,2,1,1,-1,1
140552,310093,735370,253,1,1,1,1
146107,323681,735370,68,1,-1,0,-1
135425,270618,735370,143,-1,0,0,0
80401,52349,735370,143,-1,1,-1,-1
146672,277174,735370,88,1,0,0,1
139839,317423,735370,2,0,1,-1,1
146219,183752,735370,107,1,1,1,1
146667,260913,735370,2,1,1,0,-1
137121,317423,735370,2,1,1,1,1
142718,237111,735370,259,1,0,0,0
136270,320152,735370,68,1,-1,1,1
143346,308441,735370,56,-1,1,-1,-1
141050,266445,735370,81,1,1,1,1
145804,331610,735370,107,1,1,-1,1
146679,254189,735370,68,1,1,0,1
146144,161767,735371,2,1,1,-1,1
146084,331708,735371,143,1,0,1,1
146144,313863,735371,2,1,1,-1,1
143098,330764,735371,2,-1,-1,-1,-1
146423,207887,735371,2,1,1,1,1
143536,176182,735371,2,1,1,0,1
146693,208206,735371,88,-1,1,-1,-1
137494,95594,735371,2,1,0,1,1
146687,323483,735371,88,1,1,-1,1
138150,330106,735371,2,0,0,-1,1
146695,323457,735371,268,1,0,-1,1
137272,175607,735371,2,1,1,0,1
138091,331250,735371,134,1,1,1,0
146509,323659,735371,259,-1,1,1,1
100542,56278,735371,134,-1,0,0,0
142582,323804,735371,2,1,1,1,1
146530,257258,735371,2,1,1,1,1
146543,331682,735371,68,1,0,0,0
146696,323457,735371,268,1,0,-1,1
140483,45358,735371,143,1,1,1,-1
146701,331682,735371,68,1,-1,-1,1
146681,176182,735371,2,-1,1,0,-1
146683,278933,735371,171,1,1,1,1
146697,314906,735371,2,1,0,-1,1
146683,324861,735371,171,1,1,0,0
143999,323763,735371,253,1,1,1,1
146694,323457,735371,268,1,0,-1,1
143933,323763,735371,253,-1,1,-1,-1
142913,323763,735371,253,1,1,-1,-1
144045,331682,735371,68,1,-1,-1,1
146308,331191,735371,180,1,1,1,1
146706,228359,735372,81,1,0,0,1
146706,331769,735372,81,-1,0,0,0
146710,41810,735372,81,1,-1,0,1
146719,95661,735372,259,1,1,0,1
140746,331776,735372,68,1,0,1,1
146288,131677,735372,2,1,1,1,1
139996,83331,735372,173,1,1,0,1
137770,213497,735372,68,1,0,1,1
143098,19584,735372,2,1,1,-1,1
143098,224400,735372,2,1,1,-1,1
144100,164720,735372,143,1,1,0,1
141559,143783,735372,68,1,1,0,1
141707,331762,735372,68,1,0,-1,1
142267,331598,735372,2,1,1,0,1
136890,329873,735372,2,1,1,1,1
87233,213497,735372,68,-1,-1,-1,0
143513,134491,735372,2,1,1,-1,1
141461,277071,735372,2,1,-1,1,1
141104,7413,735372,56,1,1,0,-1
140630,73186,735372,2,1,1,0,1
146518,331733,735372,68,1,0,1,1
146521,213497,735372,68,-1,1,-1,-1
146708,331682,735372,68,-1,-1,-1,-1
123888,326572,735372,81,1,1,-1,1
143837,74693,735372,134,1,1,0,1
143837,111103,735372,134,1,1,-1,1
146683,325493,735372,171,0,0,0,0
144036,3279,735372,2,1,1,1,1
146135,237111,735372,259,-1,0,0,0
144100,289629,735372,143,1,1,0,1
146711,216497,735372,107,1,0,-1,1
128235,286956,735372,143,-1,1,-1,0
146721,330111,735372,2,1,0,0,1
142794,29812,735372,2,0,1,0,1
146717,204182,735372,107,1,0,-1,1
146712,233223,735372,2,1,-1,-1,-1
146707,45787,735372,2,1,0,1,1
146707,305721,735372,2,1,0,1,1
139298,142225,735372,94,1,1,0,1
146039,327291,735372,2,1,1,0,1
146716,331757,735372,94,1,1,-1,1
142270,307884,735373,271,1,1,1,1
146453,326728,735373,2,1,1,0,1
143800,302406,735373,2,1,0,0,0
146760,326280,735373,180,1,0,1,1
138983,208526,735373,107,1,0,-1,1
131469,250242,735373,228,1,1,0,0
146729,319628,735373,171,1,1,-1,1
143802,330509,735373,2,1,1,1,1
146570,123823,735373,2,1,1,1,1
138017,312723,735373,171,1,1,0,1
140349,295116,735373,2,1,-1,0,1
146737,331790,735373,68,1,1,1,1
146730,68943,735373,2,1,1,-1,1
140630,320767,735373,2,-1,1,-1,1
140630,210190,735373,2,1,1,0,1
140486,320671,735373,81,1,1,0,1
146002,67433,735373,2,1,1,-1,1
146059,164504,735373,2,1,1,1,1
137335,286723,735373,2,0,1,0,1
146746,229742,735373,253,1,1,1,1
146728,43056,735373,107,-1,0,0,0
142817,331147,735373,2,1,1,-1,1
146728,145230,735373,107,1,1,1,1
146758,272705,735373,2,1,1,1,1
146735,340,735373,2,-1,1,-1,1
143098,205696,735373,2,1,1,0,1
146757,46678,735373,2,1,1,1,1
146732,7370,735373,88,1,0,1,1
146733,227866,735373,2,1,1,1,1
146731,7370,735373,88,1,0,-1,1
142539,331147,735373,2,1,1,1,1
129989,44186,735373,56,1,1,1,1
142473,96222,735373,2,1,0,1,1
142529,210190,735373,2,1,1,0,1
145799,330150,735373,2,-1,0,0,1
146789,277174,735374,88,1,1,0,1
143742,328247,735374,2,1,0,0,1
146764,106984,735374,259,1,1,0,1
138983,316509,735374,107,1,0,-1,1
146766,58944,735374,88,0,0,1,1
143923,99541,735374,107,1,1,1,0
143834,154305,735374,2,1,1,1,1
146540,331919,735374,259,1,1,0,1
143447,131282,735374,2,1,1,0,1
145804,99541,735374,107,1,1,-1,-1
143947,110950,735374,2,1,1,1,1
146288,144965,735374,2,1,1,0,1
132247,252069,735374,180,1,1,0,1
143381,5974,735374,2,1,1,1,1
146774,313353,735374,180,1,0,0,1
140486,331921,735374,81,1,1,0,1
146778,121977,735374,180,1,1,1,1
142719,57160,735374,2,1,1,1,1
146765,71142,735374,2,1,1,1,1
141322,277074,735374,2,1,1,1,1
146254,316177,735374,94,1,1,-1,1
146790,180878,735374,94,0,1,-1,1
140088,324689,735374,88,1,1,1,1
139565,315087,735374,2,1,1,1,1
146570,330078,735374,2,-1,1,0,1
146570,234509,735374,2,1,0,1,1
138953,27293,735374,173,1,1,-1,1
134058,299671,735374,134,1,0,0,0
140441,314315,735374,173,1,1,0,0
146090,27293,735374,134,1,1,-1,1
146659,127228,735374,56,1,1,0,1
132420,325713,735374,2,1,1,1,1
146782,243666,735374,143,-1,1,1,-1
146783,7207,735374,143,0,1,1,0
143881,331864,735374,134,1,1,0,1
146781,289629,735374,268,1,0,0,0
146587,27293,735374,134,1,1,0,1
146785,262703,735374,134,-1,1,0,1
133768,160957,735375,2,1,-1,1,0
146651,314378,735375,2,1,1,-1,1
143227,331981,735375,94,1,1,-1,1
146798,320559,735375,94,1,1,1,1
137310,327532,735375,134,-1,0,0,0
133768,160957,735375,2,1,1,1,-1
142718,331919,735375,259,1,1,0,1
146086,14570,735375,2,1,1,0,1
146130,331838,735375,68,1,1,0,1
143544,331988,735375,2,1,1,1,1
146801,295755,735375,2,1,1,1,1
113500,331991,735375,134,1,-1,-1,1
113300,331991,735375,134,1,1,0,-1
121089,329199,735375,94,1,1,0,1
143945,99155,735375,2,1,-1,1,-1
137007,284960,735375,68,0,1,0,1
146805,331895,735375,180,-1,0,-1,-1
146795,328458,735375,2,1,1,1,1
144121,106984,735375,259,1,1,1,1
141655,244702,735375,2,1,1,0,1
141655,325028,735375,2,1,1,0,1
127356,135826,735375,2,1,1,0,1
146002,30351,735375,2,1,1,-1,1
146816,328002,735375,2,1,1,1,1
146802,331957,735375,2,1,0,1,1
139839,314378,735375,2,0,1,-1,-1
146808,331980,735375,81,1,0,-1,1
134058,213770,735375,134,1,1,0,1
146812,323281,735375,171,0,1,-1,-1
146792,331919,735375,259,-1,1,-1,-1
146667,164191,735376,2,1,0,1,-1
146829,132604,735376,271,1,1,0,1
140486,257121,735376,81,1,1,1,1
143924,295003,735376,269,1,1,1,-1
146846,262703,735376,134,1,1,1,1
146840,332052,735376,138,-1,-1,-1,-1
146591,269145,735376,259,1,1,1,1
146570,330150,735376,2,1,1,1,1
146827,132604,735376,271,0,1,0,1
87233,332014,735376,68,1,1,-1,1
139606,268300,735376,88,1,1,-1,1
145799,330150,735376,2,-1,1,0,1
117461,251987,735376,88,1,1,1,1
145950,321786,735376,88,1,0,0,1
136270,332043,735376,68,1,-1,0,1
136187,112661,735376,173,1,0,-1,1
146758,323804,735376,2,1,1,1,1
146830,132604,735376,271,1,1,0,1
146825,332052,735376,138,-1,0,-1,0
146842,330,735376,2,1,1,-1,1
146825,331971,735376,138,-1,0,-1,-1
146288,135507,735376,2,1,0,0,1
146845,164504,735376,2,1,1,1,1
145867,309622,735376,94,0,-1,-1,-1
146844,318531,735376,88,1,0,0,1
146587,138848,735376,134,1,1,0,0
146453,265411,735376,2,1,1,1,1
126986,332014,735376,68,-1,-1,-1,-1
146521,332014,735376,68,-1,1,-1,-1
146843,331115,735376,68,1,1,1,1
115531,331327,735376,68,1,1,-1,1
146288,155383,735376,2,1,1,1,1
146659,332073,735377,56,-1,1,-1,-1
146816,332086,735377,2,1,0,0,0
146659,321126,735377,56,1,1,0,1
146215,319689,735377,56,1,1,0,1
117461,193893,735377,88,1,1,1,1
145776,332073,735377,56,1,1,1,1
145776,59024,735377,56,1,1,1,1
146002,295435,735377,2,1,1,-1,1
146866,316220,735377,68,-1,0,-1,0
146288,131677,735377,2,1,1,0,1
146854,299757,735377,2,1,1,-1,1
146864,322818,735377,68,-1,0,0,1
142327,53398,735377,2,1,0,0,0
